Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
2012-05-01,1341.27,28.0,88.13,229.81,1.8,1394.28,29.1,91.61,20.94
2012-06-01,1323.48,28.32,87.92,229.48,1.62,1377.81,29.48,91.53,20.55
2012-07-01,1359.78,28.74,87.45,229.1,1.53,1417.91,29.97,91.18,21.0
2012-08-01,1403.45,29.17,86.97,230.38,1.68,1455.35,30.25,90.19,21.41
2012-09-01,1443.42,29.59,86.5,231.41,1.72,1490.14,30.55,89.3,21.78
2012-10-01,1437.82,30.14,86.5,231.32,1.75,1484.94,31.13,89.34,21.58
2012-11-01,1394.51,30.7,86.51,230.22,1.65,1447.07,31.85,89.77,20.9
2012-12-01,1422.29,31.25,86.51,229.6,1.72,1479.88,32.52,90.01,21.24
2013-01-01,1480.4,31.54,86.91,230.28,1.91,1535.8,32.72,90.16,21.9
2013-02-01,1512.31,31.82,87.3,232.17,1.98,1556.16,32.75,89.83,22.05
2013-03-01,1550.83,32.11,87.7,232.77,1.96,1591.64,32.95,90.01,22.42
2013-04-01,1570.7,32.5,88.78,232.53,1.76,1613.71,33.39,91.21,22.6
2013-05-01,1639.84,32.88,89.87,232.94,1.93,1681.74,33.72,92.16,23.41
2013-06-01,1618.77,33.27,90.95,233.5,2.3,1656.16,34.04,93.05,22.93
2013-07-01,1668.68,33.65,92.09,233.6,2.58,1706.55,34.41,94.18,23.49
2013-08-01,1670.09,34.02,93.23,233.88,2.74,1705.94,34.75,95.23,23.36
2013-09-01,1687.17,34.4,94.37,234.15,2.81,1721.39,35.1,96.28,23.44
2013-10-01,1720.03,34.6,96.31,233.55,2.62,1759.44,35.39,98.52,23.83
2013-11-01,1783.54,34.79,98.26,233.07,2.72,1828.14,35.66,100.71,24.64
2013-12-01,1807.78,34.99,100.2,233.05,2.9,1853.15,35.87,102.71,24.86
2014-01-01,1822.36,35.4,100.42,233.92,2.86,1861.17,36.16,102.56,24.86
2014-02-01,1817.04,35.82,100.63,234.78,2.71,1848.9,36.44,102.4,24.59
2014-03-01,1863.52,36.23,100.85,236.29,2.72,1884.06,36.63,101.96,24.96
2014-04-01,1864.26,36.61,101.61,237.07,2.71,1878.62,36.9,102.39,24.79
2014-05-01,1889.77,37.0,102.36,237.9,2.56,1897.7,37.15,102.79,24.94
2014-06-01,1947.09,37.38,103.12,238.34,2.6,1951.62,37.47,103.36,25.56
2014-07-01,1973.1,37.75,104.07,238.25,2.54,1978.46,37.85,104.35,25.82
2014-08-01,1961.53,38.12,105.01,237.85,2.42,1970.15,38.29,105.48,25.62
2014-09-01,1993.23,38.49,105.96,238.03,2.53,2000.49,38.63,106.35,25.92
2014-10-01,1937.27,38.81,104.74,237.43,2.3,1949.22,39.05,105.39,25.16
2014-11-01,2044.57,39.12,103.53,236.15,2.33,2068.35,39.58,104.73,26.61
2014-12-01,2054.27,39.44,102.31,234.81,2.21,2090.01,40.13,104.09,26.79
2015-01-01,2028.18,39.9,101.29,233.71,1.88,2073.23,40.78,103.54,26.49
2015-02-01,2082.2,40.35,100.27,234.72,1.98,2119.24,41.07,102.05,27.0
2015-03-01,2079.99,40.81,99.25,236.12,2.04,2104.47,41.29,100.42,26.73
2015-04-01,2094.86,41.12,97.8,236.6,1.94,2115.21,41.52,98.75,26.79
2015-05-01,2111.94,41.43,96.36,237.81,2.2,2121.64,41.62,96.8,26.81
2015-06-01,2099.29,41.74,94.91,238.64,2.36,2101.58,41.79,95.01,26.5
2015-07-01,2094.14,42.0,93.49,238.65,2.32,2096.28,42.04,93.59,26.38
2015-08-01,2039.87,42.25,92.08,238.32,2.17,2044.85,42.36,92.3,25.69
2015-09-01,1944.41,42.51,90.66,237.94,2.17,1952.2,42.68,91.02,24.5
2015-10-01,2024.81,42.8,89.28,237.84,2.07,2033.83,42.99,89.68,25.49
2015-11-01,2080.62,43.1,87.91,237.34,2.26,2094.31,43.38,88.49,26.23
2015-12-01,2054.08,43.39,86.53,236.53,2.24,2074.69,43.83,87.4,25.97
2016-01-01,1918.6,43.55,,236.92,2.09,1934.65,43.92,,24.21
2016-02-01,1904.42,43.72,,237.11,1.78,1918.77,44.05,,24.02
2016-03-01,2021.95,43.88,,238.13,1.89,2028.45,44.02,,25.41
2016-04-01,2075.54,,,238.64,,2077.76,,,26.05
2016-05-01,2081.43,,,238.9,,2081.43,,,26.11
